1901 Roren                B6A0510-8 Ni De                                  - -  - 402   Na K3 V M5 V          
1903 Kosse                C75577A-7 Ag                                     - -  - 800   Na M6 V M3 V          
1905 Thachos              CAE8656-7 Ni                                     - -  - 700   Na M5 V               
1906 Faschetibene         A537400-A Lo Ni                                  - -  - 911   Na M6 V               
1908 Todora               D371567-8 Ni Mr                                  - -  - 901   Na M8 V               
1910 Ilnise               D33399B-5 Na Hi Po                               - -  - 600   Na M9 V               
2001 Gensaa               B100543-9 Ni Va                                  - -  - 200   Na M4 V               
2002 Ae                   C64759A-4 Ag Ni Hp                               - -  - 800   Na A1 V K6 D          
2003 Vellos               A5549D9-B Hi Hp                                  - -  - 201   Na M1 V M7 V          
2004 Iiht                 A9A5388-B Fl Lo Ni                               - NS - 414   Na G9 V M4 V          
2006 Ise                  B485354-D Lo Ni                                  - N  - 735   Na K7 V               
2007 Frioci               B1408AC-9 Po De                                  - -  - 300   Na M2 V               
2101 Enell                A572220-9 Lo Ni                                  - NS - 810   Na G3 V               
2102 Roheud               D887696-1 Ag Ni Ri                               - -  - 700   Na M1 V               
2106 Iiana                E100999-9 Na Hi In Va                            - -  - 501   Na M0 V               
2107 Anie                 E676454-5 Lo Ni Hn                               - -  - 200   Na M3 V               
2109 Shear                X170210-3 Lo Ni Po De                            - -  - 102   Na M1 V               
2201 Ouound               A766557-9 Ag Ni                                  - -  - 115   Na K0 V               
2206 Woiar                D210578-8 Ni                                     - -  - 400   Na K8 V M1 V          
2304 Rierou               E100889-6 Na Va                                  - -  - 202   Na M2 V               
2306 Eda                  A634472-9 Lo Ni                                  - -  - 621   Na M9 V               
2308 Inoerpar             C8A8577-6 Fl Ni                                  - -  - 103   Na M1 V               
2309 Rikr                 B4958RK-C                                        - K  - 800   Kk M0 V M1 V          
2310 'xikrar              C6685QK-A Ag                                     - -  - 123   Kk F0 V M2 V          
2401 Iliht                A6A7685-8 Fl Ni                                  - -  - 422   Lx G8 V               
2402 Tellder              B000721-D Na As                                  - -  - 713   Lx G6 D               
2405 Edwi                 BAE9533-A Ni                                     - -  - 602   Na K1 V M8 D          
2407 Coua                 A221630-C Na Ni Po                               - N  - 824   Na K2 V               
2408 Naalee               E6113QK-7 Lo Ni Ic                               - -  - 601   Kk G7 V M9 V          
2410 Lik                  E200000-0 Ba Va                                  - -  - 000   Kk M5 V               
2502 Shogarve             C7C3662-4 Fl Ni O:2803                           - -  - 714   Lx K2 V               
2503 Loitrala             A677A75-C Hi In Hn                               - NS - 320   Lx K2 V K7 V          
2505 Houeroar             E3006BB-6 Na Ni Va                               - -  - 701   Lx K9 V               
2506 Cedi                 B335436-A Lo Ni                                  - -  - 302   Na K6 V M1 V K3 V     
2509 Xkaal'               C4764QK-9 Lo Ni Hn                               - O  - 423   Kk M5 V               
2601 Tharar               B435746-9                                        - -  - 500   Lx F0 II K8 V         
2604 Teteti               A7468AA-B                                        - -  - 203   Lx M3 V               
2606 Anost                D476465-3 Lo Ni Hn O:2803                        - -  - 500   Lx G1 V               
2607 Gn!r                 E5565QK-A Ag Ni Hp                               - -  - 213   Kk K9 V M1 V          
2701 Oudebong             C9C4220-7 Fl Lo Ni                               - -  - 100   Lx K0 II              
2704 Vesungiasa           C330758-6 Na Po De                               - -  - 514   Lx A3 V A6 D          
2706 Ciins                C300378-8 Lo Ni Va                               - -  - 204   Lx A9 V K6 D          
2707 Gh'ghukaax           B8935QK-F Ni Cp                                  - -  - 504   Kk G0 V               
2710 Tiikraakuut          D6795QK-A Hp                                     - -  - 010   Kk F8 V               
2801 Ela                  B577666-7 Ag Ni Hn O:2803                        - -  - 523   Lx M1 V               
2802 Loitrala             D89756A-6 Ag Ni O:2803                           - -  - 925   Lx M2 V M0 V          
2803 Litmo                B300A66-E Na Hi In Va Cx Mr                      - N  - 814   Lx G4 V M9 V          
2804 Ledowalya            B624566-7 Ni O:2803                              - N  - 900   Lx G6 V               
2805 Rida                 C243630-5 Ni Po Hp                               - -  - 314   Lx K7 V               
2806 Kuaghee              B000337-B Lo Ni As                               - N  - 904   Na K5 V               
2807 Arirreeno            C4024QK-C Lo Ni Va Ic                            - O  - 813   Kk A0 V               
2808 Liikeela             D6695QK-A Ni Hp                                  - O  - 601   Kk K9 V M6 V          
2901 Elcir                A9B5356-D Fl Lo Ni                               - -  - 904   Lx M5 V M9 V M4 V     
2902 Poayisoong           C30058A-8 Ni Va                                  - -  - 804   Lx F1 V               
2905 Bagiriyo             C120725-B Na Po De                               - -  - 503   Lx F9 D               
2910 Tikru                E411000-0 Ba Ic                                  - -  - 001   Kk K6 V               
3001 Yarvouse             E546000-0 Ba Hp                                  - -  - 004   Na A6 V               
3003 Vemo                 E64A225-6 Lo Ni Wa                               - -  - 304   Na G2 V K6 V          
3005 Wymist               C788856-5 Ri                                     - -  - 501   Na M9 V               
3006 K!r!                 E6675QK-8 Ag Ni Hn                               - -  - 710   Kk M0 V M0 V          
3007 Ting                 E3805QK-7 Ni De                                  - -  - 500   Kk G1 V               
3009 !'g                  B7781PK-A Lo Ni                                  - K  - 901   Kk M4 V               
3103 Ixapliond            C9B6532-6 Fl Ni                                  - -  - 721   Na M0 V               
3104 Wohinge              E210234-6 Lo Ni                                  - -  - 101   Na G4 V M1 D          
3105 Xaakeel              B6556PK-A Ag Ni Hp                               - N  - 710   Kk G7 V               
3108 Agr'ng               A2232PK-A Lo Ni Po                               - K  - 114   Kk F6 V               
3201 Goldstoda            D788887-2 Ri                                     - -  - 601   Na K6 V M6 V          
3203 Shana                C662353-6 Lo Ni                                  - -  - 403   Na G6 V K6 V          
0111 Wheceled             B69A576-8 Ni Wa                                  - -  - 523   Mp G8 V               
0114 Oedo                 B326110-C Lo Ni                                  - -  - 100   Mp K6 V               
0115 Lewaie               B6A2330-A Fl Lo Ni                               - -  - 902   Mp M3 V               
0117 Thechade             B755673-7 Ag Ni                                  - -  - 122   Na G7 V               
0118 Tofefte              X443430-3 Lo Ni Po Hp                            - -  - 700   Na M2 V M3 V          
0120 Betpit               C13068A-A Na Ni Po De                            - -  - 423   Na G6 IV              
0211 Lingi                B585547-6 Ag Ni                                  - -  - 910   Mp F7 V F8 D          
0213 Selya                C7B4522-6 Fl Ni                                  - -  - 323   Mp K3 V               
0215 Plalegaghack         E775258-7 Lo Ni                                  - -  - 600   Mp M2 V M5 V          
0216 Hayeckoca            B6A0585-9 Ni De                                  - N  - 622   Mp M0 V M0 V          
0219 Ome                  C140431-6 Lo Ni Po De                            - -  - 223   Na K7 V               
0220 Holeri               B120310-E Lo Ni Po De Cp                         - -  - 212   Na G6 V               
0312 Thina                B436AA6-E Hi Cx                                  - N  - 600   Mp M2 V               
0319 Ereso                A541342-C Lo Ni Po                               - -  - 910   Na M0 V               
0320 Lalya                B364979-C Hi Hp                                  - -  - 203   Na K8 V F9 D          
0411 Shahtbeht            A489632-C Ni                                     - -  - 620   Mp M4 V M7 V          
0413 Chesi                E644520-3 Ag Ni Hp                               - -  - 900   Na M8 V               
0414 Oesa                 C5569BA-9 Hi Hp                                  - -  - 623   Mp K1 V               
0415 Osseld               E110240-9 Lo Ni                                  - -  - 603   Mp M9 V               
0420 Destreon             C565443-9 Lo Ni Hn                               - -  - 722   Na F6 V               
0511 Mondave              E889668-3 Ni Ri Mr                               - -  - 414   Na K2 V M3 V          
0515 Beao                 E331000-0 Ba Po                                  - -  - 011   Mp K8 V               
0611 Elge                 C675243-6 Lo Ni Hn                               - -  - 701   Up M0 V M3 V          
0616 Honcin               E95949C-5 Lo Ni                                  - -  - 503   Na K0 V M2 V          
0618 Kesa                 C466784-5 Ag Ri Hn                               - -  - 423   Na M6 V               
0712 Doi                  A210511-C Ni                                     - -  - 702   Up A5 D               
0714 Fopetowan            A5757AA-C Ag Hn                                  - N  - 411   Up K3 V               
0716 Malodaet             C496213-9 Lo Ni                                  - -  - 401   Na M1 V M2 V          
0717 Kekenan              E567487-8 Lo Ni Hn                               - -  - 204   Na G0 V               
0719 Loutet               E485677-2 Ag Ni Ri                               - -  - 304   Na M8 V               
0812 Cani                 A97A301-C Lo Ni Wa                               - N  - 214   Up K2 V M3 V          
0813 Miwa                 A664778-A Ag Ri Hp                               - N  - 300   Up M4 V M0 V          
0814 Ahta                 B557658-6 Ag Ni Hp                               - -  - 823   Up A2 V               
0817 Folorbars            A620522-C Ni Po De                               - N  - 724   Na F4 V               
0819 Lehtgun              B998243-7 Lo Ni                                  - -  - 100   Na K9 V               
0913 Essa                 D734689-5 Ni                                     - -  - 900   Na G5 V               
0914 Shader               C555766-4 Ag Hp O:0907                           - -  - 200   Na A7 V M4 V          
0915 Enlesodi             B639344-C Lo Ni                                  - -  - 602   Up K1 III M4 V        
0917 Perkind              B202885-9 Na Va Ic                               - -  - 502   Na M6 V M3 V          
0919 Eda                  D451873-3 Po                                     - -  - 501   Na G6 V M9 D M0 V     
0920 Oxennanaeng          E734432-6 Lo Ni                                  - -  - 103   Na M2 V               
1011 Ildi                 B120840-C Na Po De                               - -  - 403   Up A1 V G5 V G5 V     
1012 Pliake               C525337-7 Lo Ni                                  - -  - 514   Up G7 V K5 V          
1017 Luto                 B31387A-8 Na Ic                                  - -  - 400   Yc M1 V K4 D          
1018 Ragre                D210697-3 Na Ni                                  - -  - 304   Yc G6 D               
1019 Vomins               E361000-0 Ba                                     - -  - 020   Yc M9 V M5 V          
1111 Assohe               C62A636-9 Ni Wa                                  - -  - 800   Up F6 V M2 V          
1112 Sifi                 C886552-7 Ag Ni                                  - -  - 700   Up M0 V               
1114 Euse                 E300210-7 Lo Ni Va                               - -  - 602   Up M8 V               
1118 Bemore               E421656-8 Na Ni Po                               - -  - 525   Yc M2 V M3 V          
1120 Coreeedo             A679A7B-C Hi In Hp                               - -  - 113   Yc M1 V               
1211 Tatoroua             B6439CH-7 Hi In Po Hp                            - -  - 600   Na K3 V               
1212 Youapipre            C100463-C Lo Ni Va O:0907                        - -  - 503   Na F2 V               
1216 Tarthe               A000763-E Na As O:1220                           - N  - 600   Yc M1 V               
1217 Thorobens            C240364-6 Lo Ni Po De O:1220                     - -  - 924   Yc M4 V               
1220 Edienta              A404532-D Ni Va Ic Cx                            - N  - 802   Yc K6 V               
1312 Tainat               C643667-7 Ni Po Hp O:0907                        - -  - 903   Na K2 V A6 D          
1313 Kire                 B9D2989-D Hi                                     - -  - 412   Na K2 V               
1314 Muit                 C6107AD-8 Na                                     - -  - 514   Na G6 V               
1316 Efovit               C384104-9 Lo Ni                                  - -  - 123   Yc M1 V               
1320 Kaverior             E664466-6 Lo Ni Hp O:1220                        - -  - 934   Yc A4 V               
1412 Ocell                C453889-9 Po Hp                                  - -  - 600   Na G0 V K2 V          
1413 Atend                B562546-9 Ni                                     - NS - 413   Na F8 V               
1415 Shailesh             D500686-7 Na Ni Va                               - -  - 124   Yc G2 V M9 V          
1416 Cigawan              B789100-B Lo Ni                                  - NS - 720   Yc G2 V               
1417 Tengfren             C150340-6 Lo Ni Po De                            - -  - 903   Yc G2 D M3 V M8 V     
1418 Padess               C57169D-6 Ni                                     - -  - 200   Yc F5 V G2 V K2 V     
1420 Doteteshem           C654341-5 Lo Ni Hp                               - -  - 400   Yc K5 V               
1512 Ravasa               A663665-C Ni Ri Hp Mr                            - N  - 322   Na K7 V M5 V          
1513 Theheng              A766422-8 Lo Ni                                  - -  - 900   Na M0 V               
1514 Wanishen             E0009CC-7 Na Hi In As                            - -  - 504   Na G7 V               
1516 Esaotoce             C532667-7 Na Ni Po O:1220                        - -  - 503   Yc G0 V K2 V          
1517 Eteer                A53537B-E Lo Ni                                  - -  - 802   Yc K2 V               
1611 Gardaw               B645556-B Ag Ni Hp                               - -  - 601   Na M9 V M6 V M0 V     
1613 Tene                 E568245-6 Lo Ni Hp                               - -  - 710   Na F4 V               
1615 Cawand               C230563-9 Ni Po De O:1220                        - -  - 500   Yc K6 V               
1616 Anwegely             C578533-7 Ag Ni Hp                               - -  - 320   Yc A8 V F5 V          
1617 Onga                 EA8A002-0 Lo Ni Wa                               - -  - 022   Yc G7 V M4 V          
1619 Ani                  E647000-0 Ba Hp                                  - -  - 002   Na M3 V               
1713 Eedit                B347420-7 Lo Ni Hp                               - NS - 803   Na G6 V               
1718 Oafvunge             B375500-8 Ag Ni Hp                               - NS - 200   Na M5 V M6 V          
1719 Thaod                A5038CF-D Na Va Ic                               - -  - 913   Na M8 V               
1811 Oare                 C6559CD-6 Hi Hp                                  - -  - 423   Na K7 V M0 V          
1813 Ere                  B21055A-C Ni                                     - N  - 700   Na K0 V               
1814 Dai                  B430156-C Lo Ni Po De                            - -  - 411   Na A6 D               
1816 Daertohtir           E744788-4 Ag                                     - -  - 501   Na M6 V               
1817 Cesowu               E85A859-9 Wa                                     - -  - 901   Na M7 V               
1911 Athen                B200012-8 Lo Ni Va                               - -  - 822   Na F6 IV              
1912 Beldod               C594200-5 Lo Ni                                  - -  - 814   Na G2 V               
1915 Gzam'xk              A495440-C Lo Ni (minor)                          - K  - 812   Kk M6 V M5 V          
1916 'rikookut'           B4426RK-F Ni Po                                  - K  - 800   Kk M1 V M5 V          
1918 Kagr                 A7578RK-F                                        - K  - 504   Kk M8 V M4 V          
1920 Rookee               D9887RK-B Ag Ri                                  - -  - 302   Kk M3 V M7 V          
2011 Deja                 C644101-8 Lo Ni Hp                               - -  - 100   Na M7 V M4 V          
2016 Kurr                 A5A15QK-F Fl Ni                                  - K  - 700   Kk F7 V               
2017 Eex!gna              E6441PK-A Lo Ni Hp                               - -  - 820   Kk G0 V               
2018 Krur'kragn!          E200000-0 Ba Va                                  - -  - 022   Kk A8 V               
2019 Krakrib              A9991PK-D Lo Ni                                  - -  - 912   Kk K7 V M5 V A0 D A4 D
2111 Etacha               A441300-F Lo Ni Po                               - N  - 201   Na M4 V M3 V          
2112 Otouck               C100AB9-D Na Hi In Va                            - -  - 104   Na M9 V               
2114 !xkii                C979575-B Ag                                     - -  - 023   Kk K3 V               
2116 Guut                 B5485QK-A                                        - -  - 003   Kk K6 V M3 V          
2117 Egaar't!rr           A97A2PK-E Lo Ni Wa                               - -  - 301   Kk K7 V               
2211 Kar'k!b              E6A0000-0 Ba De                                  - -  - 020   Kk K7 V               
2213 Ireer'niit           A7734QK-C Lo Ni                                  - K  - 102   Kk K5 V               
2214 'kukr                C662ARK-E Hi                                     - -  - 522   Kk M5 V M9 V          
2216 Errik'k              C6546RK-A Ag Ni Hp                               - O  - 810   Kk M2 V M7 V          
2217 Rr'gheegni           C7764QK-A Lo Ni                                  - O  - 414   Kk M7 V M5 V          
2219 R'ng                 E220000-0 Ba Po De                               - -  - 000   Kk M0 V M5 V          
2311 Xt'n                 EA7A000-0 Ba Wa                                  - -  - 023   Kk M8 V K9 D          
2312 Nak                  E100000-0 Ba Va                                  - -  - 000   Kk K1 III M5 V        
2313 Ureerrer'rrux        B4458RK-F Hp Cp                                  - K  - 504   Kk K5 V A8 D K2 D M1 V
2314 Gh'xk                C786ARK-D Hi                                     - O  - 400   Kk M5 V               
2316 Arengahkik           C4638RK-D Ri Hp                                  - -  - 100   Kk M4 V M1 V          
2317 K'm'k                D5516RK-C Ni Po                                  - O  - 201   Kk M8 V M8 V          
2319 Kulaarr              EA8A4QK-9 Wa                                     - -  - 123   Kk M1 V               
2320 Ghuur                B8587RK-D Ag                                     - -  - 201   Kk M6 V               
2415 Kegnektarar          E120000-0 Ba Po De                               - -  - 002   Kk K9 V               
2416 Krar                 E100000-0 Ba Va                                  - -  - 001   Kk M3 V M8 V          
2417 N'gh                 B0003QK-B Lo Ni As                               - K  - 414   Kk A1 D               
2418 Ar!rreekuk           B65A5QK-C Ni Wa                                  - -  - 100   Kk K2 V               
2511 Kiikr'kim            D4322PK-7 Lo Ni Po                               - O  - 902   Kk F4 V K9 V          
2613 Kt'kr                D5384QK-8 Lo Ni                                  - O  - 402   Kk M3 III             
2615 K'rr'hki             A2101PK-B Lo Ni                                  - K  - 600   Kk M4 III             
2616 Lur                  E6944QK-9 Lo Ni                                  - -  - 300   Kk M2 V M2 V          
2618 Kr!t!l               E6982PK-5 Lo Ni                                  - -  - 601   Kk M9 V               
2620 Kreer'l              C2211PK-A Lo Ni Po                               - O  - 501   Kk K9 V               
2711 Ex!reekibixk         C1002PK-8 Lo Ni Va                               - O  - 802   Kk K9 V M4 V          
2712 Ilutaakikr           A5264QK-E Lo Ni                                  - -  - 313   Kk M6 V               
2717 Nab                  B779476-7 Lo Ni (minor)                          - -  - 314   Kk G9 V               
2719 Riib                 C77A1PK-8 Lo Ni Wa                               - -  - 301   Kk K9 V M8 V M8 V     
2720 K'kux                X9C5000-0 Fl Ba                                  - -  R 001   Kk M3 V               
2812 Xeghahk!ghee         C563ARK-C Hi Hp                                  - O  - 824   Kk G7 V M2 V          
2814 Gir!!kuu             C565533-9 Ag Ni Hn (minor)                       - -  - 604   Kk K6 V M3 V          
2815 Kreregh              X555410-0 Lo Ni Hp (minor)                       - -  R 723   Kk F2 V               
2912 Zjemu-ay             D674537-8                                        - -  - 202   Kk K0 V F5 V          
2913 Xoognireenak'r       C4114QK-E Lo Ni Ic                               - -  - 103   Kk G7 V               
2916 Kex                  B6598RK-C Hp                                     - O  - 500   Kk M2 V               
2917 Mbar                 C766ARK-F Hi                                     - -  - 800   Kk M2 V               
2918 G!'kuleer            A764ARK-F Hi St Cx                               - K  - 311   Kk A6 V               
3013 Kruxuuk              E8884QK-B Lo Ni                                  - -  - 601   Kk G6 V               
3014 Lam                  E200000-0 Ba Va                                  - -  - 013   Kk M1 V               
3015 Areer!kr'            E4224QK-A Lo Ni Po                               - -  - 103   Kk K4 V M2 V          
3016 Krur                 B5569RK-F Hi Hp                                  - K  - 102   Kk F9 V               
3017 Kuur                 B4002PK-9 Lo Ni Va                               - K  - 203   Kk K6 III             
3018 Gh'                  D5626RK-B Ni Ri                                  - -  - 200   Kk M3 V M7 V          
3111 Kaagr                A3519RK-F Hi Po                                  - -  - 701   Kk M6 V               
3112 R!!lukuhkaarr        B6857RK-F Ag Ri                                  - K  - 224   Kk A2 V               
3113 In'r'n               E6A0000-0 Ba De                                  - -  - 012   Kk F3 V               
3114 Ak                   E100000-0 Ba Va                                  - -  - 020   Kk K8 V M2 V          
3116 Kr!keekaa            E6463QK-A Lo Ni Hp                               - -  - 700   Kk M7 V M8 V M2 V     
3118 Eek                  B654ARK-F Hi Hp                                  - K  - 310   Kk K2 V               
3119 Kriirar              C746564-7 Ag Ni (minor) O:2918                   - -  - 420   Kk A0 V               
3213 Rr!l                 C7B71PK-A Fl Lo Ni                               - O  - 312   Kk G4 IV K6 D F0 D    
3214 T!k'r                A4405QK-E Ni Po De                               - -  - 614   Kk K3 V               
3215 'kr!xoxoritaat       D6962PK-A Lo Ni                                  - O  - 602   Kk K3 V M5 D          
3218 T!!ghuxeet           D5433QK-C Lo Ni Po Hp                            - O  - 600   Kk M1 V               
3219 Kooxk                B4043QK-B Lo Ni Va Ic                            - K  - 501   Kk M2 V               
3220 Nurar                A2002PK-B Lo Ni Va                               - K  - 300   Kk K0 V M1 V M9 V     
0121 Fivoix               C62A477-9 Lo Ni Wa                               - -  - 220   Na M0 V M5 V          
0123 Bareden              C678100-9 Lo Ni Hp                               - -  - 923   Na G7 V K6 D          
0126 Enshom               B727673-8 Ni                                     - -  - 600   Na K0 V               
0127 Trouteou             C337551-9 Ni                                     - -  - 300   Na M4 V A3 D          
0128 Jorshee              C410301-8 Lo Ni                                  - -  - 822   Na G6 V M0 V          
0223 Oayi                 A9A6304-D Fl Lo Ni Cp                            - -  - 301   Na M7 V               
